Datum,dH [mm],dH [mm].1,dH [mm].2,dH [mm].3,dH [mm].4,dH [mm].5,dH [mm].6,dH [mm].7,dH [mm].8,dH [mm].9,dH [mm].10,dH [mm].11,dH [mm].12,dH [mm].13,dH [mm].14,dH [mm].15,dH [mm].16,dH [mm].17,dH [mm].18,dH [mm].19,dH [mm].20,dH [mm].21,dH [mm].22,dH [mm].23,dH [mm].24,dH [mm].25,dH [mm].26,dH [mm].27,dH [mm].28,dH [mm].29,dH [mm].30,dH [mm].31,dH [mm].32,dH [mm].33,dH [mm].34,dH [mm].35,dH [mm].36,dH [mm].37,dH [mm].38,dH [mm].39,dH [mm].40,dH [mm].41,dH [mm].42,dH [mm].43,dH [mm].44,dH [mm].45,dH [mm].46,dH [mm].47,dH [mm].48,dH [mm].49,dH [mm].50,dH [mm].51,dH [mm].52,dH [mm].53,dH [mm].54,dH [mm].55,dH [mm].56,dH [mm].57,dH [mm].58,dH [mm].59,dH [mm].60,dH [mm].61,Unnamed: 63
06.02.2024 01:45,-1.6974,-1.7724,-1.4384,-1.2664,-2.1334,-1.0934,-0.849,-0.63,-0.1604,-2.6294,-0.711,-1.331,0.111,1.143,3.916,0.693,-1.199,1.673,0.6034,3.2336,1.4986,3.8266,1.2156,2.9386,2.9836,-0.1404,-1.3874,3.9076,-0.9494,-1.6624,-0.6944,-1.9664,0.0,-0.9964,-0.8254,-0.4694,-2.0324,0.1456,0.373,-0.456,0.1466,-2.7324,1.161,0.941,-0.199,0.854,1.136,-2.4045,-3.11,-1.474,2.4163,-0.1102,7.2776,2.2716,3.3986,4.9296,3.1866,1.8486,-0.7834,-1.1334,-0.0224,-1.0254,
06.02.2024 01:50,-1.7585,-1.7795,-1.5225,-1.2725,-2.1975,-1.1405,-0.75,-0.503,-0.1935,-2.6285,-0.582,-1.146,0.369,1.433,4.118,0.741,-1.1478,1.7201,0.6516,3.2815,1.2755,3.4575,1.0245,2.4445,2.7045,-0.0375,-1.4185,3.3405,-0.9025,-1.8495,-0.7865,-2.0265,0.0,-1.0315,-0.8145,-0.5335,-2.0605,0.0565,0.397,-0.259,0.1195,-2.7385,1.32,1.026,-0.07,1.035,1.334,-2.3907,-3.007,-1.349,2.4646,-0.059,6.9935,2.0695,2.8445,4.4645,2.8505,1.7545,-0.7995,-1.2865,-0.1775,-1.0695,
06.02.2024 01:55,-1.4101,-1.4131,-1.1961,-0.9831,-1.9241,-0.8101,-0.548,-0.356,0.0979,-2.4281,-0.306,-0.998,0.416,1.593,4.269,1.017,-0.866,1.9982,0.9288,3.5659,1.6029,3.7639,1.4809,2.8849,3.2039,0.4709,-1.1941,3.7349,-0.6811,-1.4441,-0.3971,-1.6871,0.0,-0.7151,-0.4341,-0.1931,-1.7211,0.4069,0.534,-0.157,0.4209,-2.4631,1.435,1.189,0.245,1.189,1.473,-2.3757,-2.73,-1.009,2.7414,0.233,7.4409,2.5169,3.2769,4.9819,3.1829,2.1499,-0.4931,-0.9401,0.2129,-0.7521,
06.02.2024 02:00,-1.6059,-1.6599,-1.3569,-1.0969,-2.0789,-1.0149,-0.577,-0.485,-0.1239,-2.6219,-0.458,-1.048,0.303,1.479,4.229,0.772,-1.1173,1.7518,0.6827,3.3181,1.3881,3.5461,1.3521,2.6871,2.9041,0.3241,-1.2969,3.6751,-0.8979,-1.6439,-0.5789,-1.8839,0.0,-0.8769,-0.7029,-0.3879,-1.9339,0.2121,0.446,-0.141,0.2411,-2.6379,1.349,1.222,0.154,1.111,1.431,-2.3833,-3.062,-1.353,2.4957,-0.0338,7.2691,2.2881,3.0241,4.8591,2.9471,1.9481,-0.6859,-1.2019,-0.0089,-0.9139,
06.02.2024 02:05,-1.7676,-1.9206,-1.5796,-1.2856,-2.2026,-1.1566,-0.762,-0.397,-0.2886,-2.8846,-0.417,-1.122,-0.101,1.345,4.199,0.738,-1.15,1.7183,0.6483,3.2754,1.3694,3.6694,1.3624,2.6744,2.9484,0.2284,-1.4226,3.7064,-1.0876,-1.9096,-0.6786,-2.0676,0.0,-1.0536,-1.0086,-0.5376,-2.1026,0.0024,0.363,-0.292,0.0584,-2.8666,1.304,1.212,0.045,1.074,1.364,-2.3882,-3.1,-1.48,2.4613,-0.0704,7.2864,2.3744,3.2524,4.9254,2.8904,1.9704,-0.8746,-1.4916,-0.1556,-1.1696,
06.02.2024 02:10,-1.6568,-1.7198,-1.4518,-1.1998,-2.1198,-1.1108,-0.532,-0.382,-0.1688,-2.7348,-0.264,-0.946,0.419,1.508,4.347,1.031,-0.8607,2.011,0.9417,3.5732,1.6192,3.9902,1.8722,2.9732,3.0852,0.4802,-1.1398,3.8112,-0.9708,-1.7978,-0.6268,-1.9568,0.0,-0.9818,-0.7908,-0.4538,-1.9728,0.1022,0.506,-0.13,0.1322,-2.7408,1.409,1.324,0.281,1.172,1.531,-2.3687,-2.721,-1.119,2.7542,0.2478,7.5392,2.6172,3.4422,5.0752,3.2042,2.2052,-0.7608,-1.3698,-0.0778,-0.9938,
06.02.2024 02:15,-1.7329,-1.7899,-1.5029,-1.2029,-2.2299,-1.0659,-0.579,-0.585,-0.2569,-2.8119,-0.448,-1.022,0.356,1.326,4.249,1.221,-0.652,2.2006,1.1318,3.7571,1.6941,4.1631,1.9231,3.0271,3.3511,0.5181,-1.1439,3.9251,-1.0219,-2.0129,-0.5369,-1.9359,0.0,-1.0319,-0.8689,-0.5299,-2.0649,0.0481,0.394,-0.46,0.1311,-2.7759,1.292,1.207,0.388,1.159,1.43,-2.3824,-2.568,-0.922,2.9441,0.4094,7.6641,2.6601,3.4561,5.2011,3.3241,2.2541,-0.8269,-1.4209,-0.1249,-0.9779,
06.02.2024 02:20,-2.2244,-2.2684,-1.9994,-1.6944,-2.6824,-1.5334,-0.721,-0.619,-0.6474,-3.2044,-0.356,-1.03,-0.042,1.515,4.285,0.952,-0.9333,1.9309,0.8628,3.4936,1.5126,3.9656,1.8316,3.0416,3.1236,0.3726,-1.4714,4.2446,-1.3124,-2.5674,-1.2334,-2.4644,0.0,-1.5394,-1.3414,-1.0034,-2.5584,-0.3874,0.297,-0.265,-0.3854,-3.3364,1.27,1.423,-0.176,1.149,1.412,-2.3846,-2.86,-1.13,2.6756,0.146,7.5006,2.4526,3.4636,4.9546,3.0056,1.8366,-1.3364,-1.6924,-0.3194,-1.5364,
06.02.2024 02:25,-1.6833,-1.7913,-1.4773,-1.1133,-2.0973,-1.0653,-0.588,-0.426,-0.1723,-2.6843,-0.203,-0.862,0.405,1.346,4.379,1.008,-0.8769,1.9877,0.9186,3.5457,1.3877,4.0067,1.7687,2.9547,3.1037,0.4217,-1.2023,3.7607,-0.9413,-1.7783,-0.6403,-1.9503,0.0,-0.9723,-0.8583,-0.4083,-2.0213,0.1247,0.369,-0.243,0.1307,-2.7993,1.362,1.361,0.321,1.284,1.554,-2.3729,-2.817,-1.144,2.7314,0.1896,7.3897,2.3617,3.4637,5.1017,3.0657,1.9957,-0.7353,-1.2933,0.0927,-1.0353,
06.02.2024 02:30,-1.7333,-1.7993,-1.4713,-1.2073,-2.2023,-1.1773,-0.414,-0.369,-0.2693,-2.7473,-0.13,-0.813,0.596,1.719,4.559,1.2,-0.682,2.1789,1.1104,3.7287,1.6107,4.0547,1.8767,3.1067,3.0787,0.6027,-1.1623,3.9347,-0.9803,-1.8173,-0.5583,-2.0093,0.0,-1.0333,-0.8683,-0.5293,-2.0883,0.0637,0.643,-0.194,0.0707,-2.7953,1.453,1.533,0.325,1.434,1.701,-2.3606,-2.636,-1.026,2.9229,0.3752,7.5477,2.6887,3.7977,5.1997,3.1567,2.1507,-0.7723,-1.3963,-0.0043,-1.1013,
06.02.2024 02:35,-2.108,-2.09,-1.953,-1.458,-2.446,-1.48,-0.317,-0.444,-0.382,-2.851,-0.215,-0.796,0.61,1.458,4.522,1.12,-0.7679,2.0976,1.0303,3.653,1.617,4.063,2.151,2.973,3.207,0.705,-1.292,3.853,-1.251,-2.261,-0.778,-2.341,0.0,-1.347,-1.163,-0.77,-2.312,-0.225,0.571,-0.282,-0.196,-3.044,1.416,1.543,0.31,1.328,1.68,-2.3676,-2.742,-1.08,2.8428,0.3116,7.508,2.693,3.891,5.397,3.093,1.979,-1.128,-1.662,-0.297,-1.444,
06.02.2024 02:40,-1.6212,-1.6522,-1.3932,-1.0972,-2.0262,-1.0732,-0.392,-0.452,-0.1522,-2.5262,-0.073,-0.757,0.476,1.735,4.419,1.351,-0.5416,2.3278,1.261,3.8828,1.8448,4.3478,2.0828,3.5168,3.4888,0.9528,-1.0402,4.1168,-0.6702,-1.6832,-0.4712,-1.8992,0.0,-0.8832,-0.6742,-0.3232,-1.8912,0.1308,0.549,-0.068,0.2188,-2.6312,1.445,1.489,0.429,1.461,1.704,-2.3559,-2.478,-0.796,3.0739,0.5176,7.8688,2.9388,3.8958,5.4298,3.3838,2.2948,-0.6652,-1.2732,0.2408,-0.9412,
06.02.2024 02:45,-1.4503,-1.5603,-1.3283,-1.0083,-2.0043,-0.9863,-0.404,-0.187,-0.0593,-2.4593,-0.064,-0.699,0.558,1.728,4.504,1.501,-0.3757,2.4792,1.4114,4.0297,1.7207,4.4597,2.2197,3.4327,3.3387,0.9067,-1.0353,4.0977,-0.7253,-1.2713,-0.4083,-1.6993,0.0,-0.7373,-0.6353,-0.2363,-1.8563,0.2607,0.575,-0.224,0.3217,-2.5103,1.501,1.55,0.393,1.499,1.748,-2.3511,-2.33,-0.641,3.2243,0.6792,7.7787,2.9537,4.0277,5.2587,3.3257,2.5127,-0.5033,-1.0553,0.3157,-0.7583,
06.02.2024 02:50,-1.579,-1.619,-1.353,-1.086,-2.018,-0.973,-0.41,-0.319,-0.102,-2.493,-0.209,-0.813,0.487,1.776,4.505,1.276,-0.6127,2.2538,1.1859,3.808,1.851,4.482,2.181,3.468,3.506,0.948,-1.019,4.172,-0.812,-1.521,-0.395,-1.79,0.0,-0.836,-0.689,-0.375,-1.883,0.15,0.521,-0.238,0.248,-2.667,1.429,1.329,0.274,1.411,1.67,-2.3611,-2.534,-0.892,2.9987,0.443,7.816,2.848,4.007,5.501,3.445,2.351,-0.611,-1.129,0.099,-0.948,
06.02.2024 02:55,-1.8399,-1.8729,-1.6759,-1.3429,-2.3639,-1.2769,-0.447,-0.437,-0.4449,-2.8519,-0.252,-0.862,0.388,1.578,4.366,1.36,-0.5263,2.3369,1.2701,3.8961,1.6861,4.2001,1.8721,3.1391,3.1681,0.7721,-1.1589,3.9121,-1.1199,-1.9939,-0.6889,-2.1109,0.0,-1.1109,-0.9489,-0.6199,-2.1929,-0.1079,0.462,-0.201,-0.0379,-2.9679,1.401,1.393,0.295,1.35,1.588,-2.3642,-2.51,-0.831,3.0827,0.5334,7.5541,2.7931,3.8111,5.2611,3.1811,2.1691,-0.8799,-1.4079,-0.2069,-1.1799,
06.02.2024 03:00,-1.9245,-2.0245,-1.7215,-1.4055,-2.4355,-1.3545,-0.457,-0.507,-0.5215,-2.9665,-0.391,-0.968,0.186,1.5,4.236,1.17,-0.7044,2.1486,1.0798,3.7045,1.6315,4.0735,1.8105,3.0615,3.0455,0.5975,-1.2295,3.8835,-1.0745,-1.9315,-0.8885,-2.2055,0.0,-1.2125,-1.0905,-0.6525,-2.2825,-0.1855,0.293,-0.21,-0.1255,-3.0785,1.195,1.175,0.169,1.208,1.485,-2.3823,-2.607,-0.939,2.8932,0.356,7.4935,2.7125,3.7045,5.1885,3.1205,2.1295,-0.9885,-1.6735,-0.1985,-1.2555,
06.02.2024 03:05,-2.1104,-2.2244,-1.9324,-1.5554,-2.6574,-1.5404,-0.409,-0.379,-0.7634,-3.2814,-0.343,-0.922,0.471,1.508,4.356,1.306,-0.5717,2.2878,1.2169,3.8486,1.6576,4.1176,1.9746,3.0856,3.1926,0.5656,-1.3324,3.9316,-1.2864,-2.0284,-0.7424,-2.4404,0.0,-1.4244,-1.2094,-0.8744,-2.5584,-0.3844,0.413,-0.47,-0.3154,-3.3224,1.332,1.379,0.022,1.268,1.501,-2.3737,-2.506,-0.803,3.0293,0.5116,7.5126,2.7186,3.8776,5.2616,3.1276,2.1096,-1.2404,-1.7274,-0.6214,-1.5184,
06.02.2024 03:10,-1.4001,-1.5211,-1.2001,-0.8831,-1.9481,-0.8111,-0.266,-0.331,-0.0941,-2.4741,-0.277,-0.745,0.493,1.806,4.55,1.5,-0.3712,2.4798,1.4107,4.0389,2.0649,4.4989,2.3339,3.5179,3.6649,0.9439,-0.7931,4.3669,-0.7501,-1.4841,-0.2511,-1.6841,0.0,-0.7041,-0.4851,-0.1501,-1.8051,0.2699,0.493,-0.075,0.3379,-2.5381,1.484,1.529,0.386,1.462,1.729,-2.3539,-2.243,-0.668,3.2233,0.6956,7.9129,3.1079,4.2819,5.6789,3.5409,2.5469,-0.4901,-1.1781,0.2979,-0.7821,
06.02.2024 03:15,-1.444,-1.561,-1.063,-0.942,-1.952,-0.779,-0.217,-0.199,-0.011,-2.606,-0.105,-0.727,0.77,1.65,4.562,1.466,-0.4177,2.4456,1.3759,3.999,1.902,4.357,2.03,3.307,3.653,0.73,-1.022,4.008,-0.743,-1.364,-0.237,-1.721,0.0,-0.772,-0.551,-0.249,-1.823,0.341,0.613,-0.101,0.35,-2.654,1.599,1.744,0.567,1.472,1.712,-2.3563,-2.317,-0.684,3.1895,0.66,7.716,3.013,3.986,5.441,3.268,2.004,-0.533,-1.053,0.196,-0.843,
06.02.2024 03:20,-1.6021,-1.6811,-1.3701,-1.0711,-2.1371,-1.0581,-0.337,-0.324,-0.1841,-2.7071,-0.247,-0.748,0.427,1.837,4.553,1.416,-0.473,2.3941,1.3265,3.9479,1.7749,4.2879,2.1779,3.2639,3.3569,0.8369,-1.0391,3.9679,-0.8401,-1.7661,-0.4841,-1.8581,0.0,-0.8961,-0.8011,-0.3581,-1.9551,0.1199,0.55,-0.089,0.1549,-2.7701,1.474,1.492,0.329,1.455,1.717,-2.3537,-2.369,-0.71,3.139,0.597,7.8159,2.7409,3.9049,5.2909,3.4049,2.3199,-0.6941,-1.2771,0.0949,-1.0331,
06.02.2024 03:25,-1.5074,-1.6644,-1.2944,-1.0514,-2.0014,-0.9404,-0.219,-0.393,-0.0734,-2.5544,-0.242,-0.793,0.721,1.805,4.508,1.331,-0.5412,2.3094,1.2415,3.8676,1.9096,4.4806,2.2806,3.3406,3.3866,0.7386,-0.7204,4.1426,-0.7914,-1.4874,-0.3874,-1.7534,0.0,-0.8534,-0.7294,-0.2644,-1.8174,0.1936,0.508,-0.18,0.2876,-2.6844,1.49,1.493,0.298,1.483,1.689,-2.3612,-2.487,-0.825,3.054,0.5212,7.8046,2.7916,4.0506,5.4596,3.4506,2.5886,-0.6124,-1.2844,0.1296,-0.9094,
06.02.2024 03:30,-1.5539,-1.6879,-1.3409,-1.0299,-2.0979,-1.0279,-0.308,-0.328,-0.1489,-2.5609,-0.163,-0.885,0.276,1.467,4.344,1.188,-0.6903,2.1685,1.0995,3.7261,1.8921,4.3651,2.1911,3.3081,3.1021,0.5491,-1.0589,4.1781,-0.6679,-1.4749,-0.1269,-1.8009,0.0,-0.8589,-0.7159,-0.3589,-1.8879,0.1711,0.25,-0.238,0.2061,-2.7279,1.354,1.324,0.022,1.332,1.547,-2.3703,-2.614,-0.92,2.9116,0.3862,7.6331,2.7461,3.9521,5.6111,3.2241,2.5461,-0.6709,-1.5139,0.1891,-0.9419,
06.02.2024 03:35,-1.6815,-1.7755,-1.4435,-1.1135,-2.1345,-1.1155,-0.244,-0.196,-0.2725,-2.7505,0.132,-0.677,0.516,1.809,4.56,1.421,-0.4522,2.4013,1.3317,3.9515,1.8055,4.4315,2.0765,3.2635,3.3815,0.7445,-0.9765,3.9035,-0.6935,-1.6385,-0.4605,-1.9295,0.0,-0.9605,-0.8295,-0.4505,-2.0415,0.0395,0.495,-0.234,0.1105,-2.7905,1.52,1.466,0.387,1.478,1.723,-2.3579,-2.376,-0.706,3.1443,0.5924,7.7665,2.6835,3.9555,5.3805,3.1565,2.1755,-0.7145,-1.2985,-0.0215,-1.0185,
06.02.2024 03:40,-1.5698,-1.6248,-1.3698,-1.0978,-2.0648,-1.0568,-0.292,0.016,-0.1838,-2.7128,-0.08,-0.75,0.547,1.686,4.477,1.27,-0.6075,2.2512,1.1805,3.8032,1.5192,4.3142,2.1452,3.3632,3.2222,0.8072,-0.8668,3.9222,-0.8528,-2.0178,-0.3858,-1.8608,0.0,-0.8858,-0.6528,-0.4118,-1.9338,0.1242,0.515,-0.157,0.1512,-2.7588,1.482,1.465,0.166,1.433,1.67,-2.3541,-2.545,-0.875,2.9932,0.4554,7.8562,2.7882,3.9072,5.3902,3.2212,2.1192,-0.7078,-1.1948,0.0092,-0.9648,
06.02.2024 03:45,-1.1617,-1.2477,-0.9747,-0.6377,-1.6607,-0.6457,-0.417,-0.318,0.2083,-2.1537,-0.106,-0.766,0.421,1.646,4.419,1.368,-0.5123,2.3465,1.2784,3.8973,1.8873,4.4973,2.4243,3.4793,3.5913,1.2053,-0.5497,4.3963,-0.4217,-1.1287,-0.1957,-1.5067,0.0,-0.4397,-0.3387,0.0573,-1.5707,0.5643,0.466,-0.21,0.5753,-2.2997,1.414,1.461,0.238,1.329,1.663,-2.3611,-2.414,-0.785,3.0911,0.5382,7.9133,2.9523,4.1543,5.5813,3.6613,2.2743,-0.2347,-0.8277,0.5663,-0.5787,
06.02.2024 03:50,-1.5391,-1.6571,-1.3281,-1.1321,-2.0121,-1.0651,-0.237,-0.278,-0.1981,-2.5941,0.09,-0.662,0.563,1.963,4.493,1.526,-0.3517,2.5054,1.4371,4.0599,1.9279,4.7309,2.5079,3.5889,3.4289,1.0809,-0.7721,4.2259,-0.8651,-1.8221,-0.4871,-1.8541,0.0,-0.8391,-0.7251,-0.3731,-1.9421,0.1469,0.554,0.034,0.1889,-2.7561,1.562,1.712,0.448,1.507,1.771,-2.3485,-2.303,-0.645,3.2496,0.7,8.1319,3.2839,4.2079,5.6529,3.5539,2.5409,-0.6161,-1.2591,0.2119,-0.9311,
06.02.2024 03:55,-1.5658,-1.5418,-1.2818,-1.0578,-1.9678,-0.8508,-0.37,0.031,-0.0768,-2.6688,0.117,-0.543,0.868,1.965,4.751,1.566,-0.3158,2.5446,1.4768,4.0922,1.7862,4.6102,2.3422,3.6532,3.3622,0.9752,-1.0428,4.2902,-0.7938,-1.4608,-0.4638,-1.8378,0.0,-0.8458,-0.6358,-0.3848,-1.9228,0.3292,0.849,0.487,0.3012,-2.6778,1.813,1.979,0.442,1.645,1.906,-2.3368,-2.212,-0.589,3.2894,0.7398,7.9852,3.2782,4.2562,5.6912,3.6762,2.4662,-0.6718,-1.1758,0.0732,-0.9318,
06.02.2024 04:00,-1.6616,-1.9566,-1.4606,-1.2006,-2.3136,-1.1236,-0.29,-0.34,-0.2626,-2.9526,-0.126,-0.775,0.701,1.818,4.46,1.346,-0.5215,2.3241,1.2559,3.8754,1.7194,4.4534,2.2294,3.2404,3.1734,0.8384,-1.1626,3.9514,-1.0006,-1.9056,-0.5906,-2.0136,0.0,-0.9946,-0.9126,-0.5256,-2.2036,0.0974,0.416,-0.036,0.0734,-2.9516,1.43,1.616,0.347,1.326,1.631,-2.3587,-2.447,-0.859,3.0689,0.5202,7.9084,2.8734,4.0134,5.2944,3.2064,2.0794,-0.8316,-1.1116,-0.0576,-1.0656,
06.02.2024 04:05,-1.4656,-1.5406,-1.3176,-0.9416,-1.9596,-0.9736,-0.433,-0.632,-0.0876,-2.6126,-0.305,-0.892,0.6,1.402,4.298,1.379,-0.4924,2.3569,1.2887,3.9054,1.9724,4.7964,2.5344,3.7244,3.6134,1.2754,-0.8086,4.4064,-0.7656,-1.6266,-0.3236,-1.7676,0.0,-0.7326,-0.6346,-0.2436,-1.8316,0.2234,0.251,-0.353,0.2584,-2.6796,1.367,1.447,0.333,1.245,1.557,-2.3828,-2.499,-0.812,3.1013,0.5628,8.1624,3.2284,4.3854,5.6904,3.5244,2.5404,-0.5836,-1.1636,0.2644,-0.9036,
06.02.2024 04:10,-1.6232,-1.7592,-1.5002,-1.1062,-2.0652,-1.1512,-0.268,-0.411,-0.2462,-2.6672,-0.166,-0.795,0.51,1.636,4.468,1.495,-0.371,2.474,1.4058,4.0268,1.9138,4.7708,2.6568,3.6228,3.5268,1.0658,-1.0872,3.9968,-0.9692,-1.5862,-0.4162,-1.9132,0.0,-0.9232,-0.8522,-0.3562,-1.9862,0.0218,0.225,-0.322,0.0728,-2.8262,1.335,1.404,0.329,1.329,1.674,-2.3575,-2.313,-0.584,3.2183,0.6724,7.8888,2.9488,4.5018,5.6158,3.4548,2.1188,-0.7392,-1.4842,0.0128,-1.0302,
06.02.2024 04:15,-1.5201,-1.6901,-1.3011,-1.0611,-2.1221,-1.0181,-0.419,-0.416,-0.1721,-2.5361,-0.226,-0.858,0.516,1.586,4.338,1.221,-0.64,2.1977,1.131,3.7429,1.5599,4.3919,2.1899,3.3049,3.0449,0.8829,-1.1121,3.9199,-0.6491,-1.3871,-0.3191,-1.8641,0.0,-0.8681,-0.7221,-0.4041,-1.9301,0.1869,0.355,-0.392,0.2239,-2.7111,1.355,1.484,0.252,1.259,1.608,-2.3721,-2.579,-0.949,2.9439,0.3948,7.7489,2.6869,3.9649,5.3019,3.0839,2.0199,-0.6841,-1.2451,0.1869,-0.9161,
06.02.2024 04:20,-1.1826,-1.3546,-1.0356,-0.7696,-1.7176,-0.8056,-0.298,-0.091,0.1544,-2.2676,0.078,-0.479,0.817,2.068,4.684,1.646,-0.2223,2.6233,1.5573,4.1674,1.9754,4.7554,2.4504,3.6434,3.3924,0.9724,-0.6686,4.3094,-0.1456,-1.4566,-0.1886,-1.5056,0.0,-0.5266,-0.4096,-0.0976,-1.6296,0.4494,0.809,0.003,0.4894,-2.3836,1.71,1.783,0.663,1.603,1.924,-2.338,-2.174,-0.556,3.3686,0.8078,8.0694,2.9464,4.2684,5.5434,3.3744,2.2364,-0.2926,-0.9716,0.4794,-0.4836,
06.02.2024 04:25,-1.3183,-1.4303,-1.1863,-0.7403,-1.7423,-0.7683,-0.186,-0.598,0.1857,-2.3663,-0.154,-0.767,0.251,1.757,4.504,1.57,-0.3146,2.5485,1.4811,4.1047,2.1187,4.9407,2.7307,3.9287,3.5457,1.3177,-0.5443,4.5947,-0.6663,-1.3493,-0.3273,-1.6473,0.0,-0.6173,-0.6133,-0.0503,-1.6043,0.4437,0.344,-0.355,0.4217,-2.4803,1.387,1.508,0.138,1.349,1.68,-2.3609,-2.221,-0.635,3.2935,0.7578,8.1717,3.4357,4.5657,5.9717,3.7467,2.5727,-0.3733,-1.0843,0.3797,-0.6983,
06.02.2024 04:30,-1.9183,-2.0043,-1.6673,-1.4323,-2.4393,-1.4513,0.248,-0.439,-0.5283,-3.1183,0.163,-0.527,0.975,1.609,4.678,1.255,-0.6224,2.2336,1.1662,3.7797,1.6007,4.4627,2.2277,3.2197,3.0447,0.6947,-0.9183,3.7697,-1.2963,-2.1773,-0.7923,-2.2303,0.0,-1.2123,-1.0123,-0.7543,-2.2413,-0.2203,0.824,-0.132,-0.1473,-3.0973,1.625,1.803,0.866,1.434,1.826,-2.3469,-2.571,-0.947,2.9783,0.432,7.7507,3.0247,4.3387,5.4067,3.1747,2.3667,-1.0343,-1.7243,-0.0313,-1.2613,
06.02.2024 04:35,-1.7438,-1.8728,-1.5008,-1.1958,-2.2848,-1.1138,-0.153,-0.249,-0.2938,-3.0288,0.024,-0.591,0.81,1.787,4.593,1.49,-0.3999,2.4661,1.3999,4.0092,1.6532,4.7572,2.3592,3.2572,3.1012,0.7462,-1.3668,3.9212,-0.9898,-1.5228,-0.6088,-2.0218,0.0,-1.0308,-1.0418,-0.5338,-2.1648,0.1012,0.649,-0.117,0.0532,-3.0128,1.569,1.584,0.46,1.458,1.781,-2.3534,-2.364,-0.743,3.2123,0.6562,7.8452,2.8572,4.2982,5.1852,3.2012,2.2732,-0.7058,-1.6298,0.0592,-1.0928,
06.02.2024 04:40,-1.5344,-1.7074,-1.3064,-0.8814,-2.0164,-0.9324,-0.178,-0.028,-0.2644,-2.7004,-0.113,-0.692,0.621,1.784,4.486,1.709,-0.1713,2.6872,1.62,4.2346,1.6646,4.9076,2.8856,3.6876,3.5386,1.4096,-0.6964,4.8076,-0.5304,-1.8994,-0.2454,-1.8474,0.0,-0.8564,-0.7384,-0.2714,-1.9934,0.2206,0.386,-0.343,0.2416,-2.7244,1.489,1.479,0.446,1.357,1.704,-2.3577,-2.115,-0.516,3.4318,0.8842,8.0896,3.2676,4.6826,5.7326,3.3616,2.7636,-0.5904,-1.1904,0.5226,-0.8154,
06.02.2024 04:45,-1.4068,-1.4598,-1.1828,-0.9868,-1.9548,-0.9608,-0.207,-0.241,-0.1318,-2.6158,0.091,-0.605,0.672,1.947,4.685,1.623,-0.2681,2.6005,1.5334,4.1472,1.8182,4.7502,2.4192,3.5922,3.3172,1.0312,-0.7858,4.1052,-0.7708,-1.4788,-0.2988,-1.7038,0.0,-0.6828,-0.5958,-0.2948,-1.7938,0.2972,0.636,-0.073,0.3112,-2.6678,1.564,1.847,0.285,1.531,1.917,-2.3403,-2.234,-0.59,3.3459,0.79,7.8542,3.4302,4.4472,5.6442,3.2762,2.2902,-0.5038,-1.1438,0.4262,-0.7998,
06.02.2024 04:50,-1.8815,-1.9695,-1.6795,-1.3785,-2.3045,-1.4175,-0.244,-0.192,-0.5555,-2.9885,-0.137,-0.738,0.53,1.792,4.473,1.547,-0.3331,2.5258,1.4578,4.0795,1.8985,5.0195,2.7295,3.4115,3.2255,1.6385,-0.9425,4.1025,-0.9955,-1.7055,-0.7735,-2.1675,0.0,-1.1575,-1.1525,-0.7155,-2.1835,-0.1495,0.403,-0.547,-0.1645,-3.0315,1.393,1.59,0.493,1.292,1.694,-2.3608,-2.275,-0.61,3.2701,0.7176,7.9405,3.0815,4.2995,5.3735,3.6085,2.1145,-0.9645,-2.0505,-0.3735,-1.2385,
06.02.2024 04:55,-1.7454,-1.8764,-1.5144,-1.2444,-2.2784,-1.1804,-0.198,-0.535,-0.3564,-2.9384,-0.076,-0.716,0.569,1.803,4.507,1.6,-0.2847,2.5774,1.5105,4.1196,1.9786,4.8856,2.9956,3.6196,3.4766,1.3576,-0.9414,4.3556,-1.0514,-1.6754,-0.5234,-2.0234,0.0,-1.0314,-0.9384,-0.5844,-2.1234,0.0276,0.497,-0.284,0.0286,-2.9784,1.471,1.564,0.376,1.317,1.739,-2.3571,-2.235,-0.66,3.3224,0.7662,8.0816,3.3496,4.6426,5.7096,3.4876,2.2696,-0.8364,-1.4644,0.1126,-1.1154,
06.02.2024 05:00,-1.483,-1.51,-1.169,-1.113,-1.937,-0.918,0.175,0.001,-0.075,-2.604,0.145,-0.437,0.492,1.983,4.72,1.646,-0.2363,2.6239,1.5566,4.169,2.092,4.933,2.683,3.653,3.532,1.323,-1.007,4.101,-0.721,-1.636,-0.089,-1.719,0.0,-0.729,-0.606,-0.386,-1.657,0.278,0.858,-0.115,0.348,-2.64,1.711,1.747,0.557,1.582,2.025,-2.3306,-2.195,-0.535,3.3688,0.826,8.203,3.256,4.373,5.684,3.357,2.373,-0.488,-1.014,0.344,-0.786,
